"Name","API Name","Instance Memory","vCPUs","Physical Processor","Clock Speed(GHz)","Instance Storage","Network Performance","On Demand","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"C6ID Metal","c6id.metal","256.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","7600 GB                 (4 * 1900 GB NVMe SSD)","50 Gigabit","$7.7280 hourly","$4.8686 hourly","$1.5456 hourly","$13.6160 hourly","$10.7566 hourly"
"R5D 24xlarge","r5d.24xlarge","768.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","3600 GB                 (4 * 900 GB NVMe SSD)","25 Gigabit","$8.1120 hourly","$5.1110 hourly","$0.8276 hourly","$12.5280 hourly","$9.5270 hourly"
"R5D Metal","r5d.metal","768.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","3600 GB                 (4 * 900 GB NVMe SSD)","25 Gigabit","$8.1120 hourly","$5.1110 hourly","$0.9014 hourly","$12.5280 hourly","$9.5270 hourly"
"R5N 24xlarge","r5n.24xlarge","768.0 GiB","96 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","2.5 GHz","EBS only","100 Gigabit","$8.4000 hourly","$5.3180 hourly","$0.9123 hourly","$12.8160 hourly","$9.7340 hourly"
"R5B 24xlarge","r5b.24xlarge","768.0 GiB","96 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","EBS only","25 Gigabit","$8.4000 hourly","$5.3176 hourly","$1.5943 hourly","$12.8160 hourly","$9.7336 hourly"
"R5N Metal","r5n.metal","768.0 GiB","96 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","2.5 GHz","EBS only","100 Gigabit","$8.4000 hourly","$5.3180 hourly","$0.8400 hourly","$12.8160 hourly","$9.7340 hourly"
"R5B Metal","r5b.metal","768.0 GiB","96 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","EBS only","25 Gigabit","$8.4000 hourly","$5.3176 hourly","$1.0003 hourly","$12.8160 hourly","$9.7336 hourly"
"X1 Extra High-Memory 16xlarge","x1.16xlarge","976.0 GiB","64 vCPUs","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","1920 GB                 SSD","10 Gigabit","$8.4030 hourly","$5.1790 hourly","$0.8403 hourly","$11.3470 hourly","$8.1230 hourly"
"X2IEDN Eight Extra Large","x2iedn.8xlarge","1024.0 GiB","32 vCPUs","Intel Xeon Scalable (Icelake)","3.5 GHz","950 GB                 NVMe SSD","25 Gigabit","$8.4030 hourly","$5.1704 hourly","$0.8403 hourly","$9.8750 hourly","$6.6424 hourly"
"X2IDN 16xlarge","x2idn.16xlarge","1024.0 GiB","64 vCPUs","Intel Xeon Scalable (Icelake)","3.5 GHz","1900 GB                 NVMe SSD","50 Gigabit","$8.4030 hourly","$5.1704 hourly","$0.8403 hourly","$11.3470 hourly","$8.1144 hourly"
"R6ID 24xlarge","r6id.24xlarge","768.0 GiB","96 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","5700 GB                 (4 * 1425 GB NVMe SSD)","37.5 Gigabit","$8.5176 hourly","$5.3661 hourly","$1.7035 hourly","$12.9336 hourly","$9.7821 hourly"
"C6IN 32xlarge","c6in.32xlarge","256.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","200 Gigabit","$8.6016 hourly","$5.4190 hourly","$2.7638 hourly","$14.4896 hourly","$11.3070 hourly"
"C6IN Metal","c6in.metal","256.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","200 Gigabit","$8.6016 hourly","$5.4190 hourly","$1.7203 hourly","$14.4896 hourly","$11.3070 hourly"
"C6A 48xlarge","c6a.48xlarge","384.0 GiB","192 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","50 Gigabit","$8.7264 hourly","$5.7607 hourly","$1.7744 hourly","$17.5584 hourly","$14.5927 hourly"
"C6A Metal","c6a.metal","384.0 GiB","192 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","50 Gigabit","$8.7264 hourly","$5.7607 hourly","$1.7453 hourly","$17.5584 hourly","$14.5927 hourly"
"G4DN Metal","g4dn.metal","384.0 GiB","96 vCPUs","Intel Xeon Family","2.5 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","100 Gigabit","$9.1540 hourly","$6.2470 hourly","$1.4323 hourly","$13.5700 hourly","$10.6630 hourly"
"R6I Metal","r6i.metal","1024.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","50 Gigabit","$9.4720 hourly","$6.2798 hourly","$1.8944 hourly","$15.3600 hourly","$12.1678 hourly"
"R6I 32xlarge","r6i.32xlarge","1024.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","50 Gigabit","$9.4720 hourly","$6.2798 hourly","$1.8944 hourly","$15.3600 hourly","$12.1678 hourly"
"I4I 24xlarge","i4i.24xlarge","768.0 GiB","96 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","22500 GB                 (6 * 3750 GB NVMe SSD)","56.25 Gigabit","$9.5568 hourly","$6.2366 hourly","$1.0006 hourly","$13.9728 hourly","$10.6526 hourly"
"M6A 48xlarge","m6a.48xlarge","768.0 GiB","192 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","50 Gigabit","$9.5904 hourly","$6.3345 hourly","$1.9331 hourly","$18.4224 hourly","$15.1665 hourly"
"M6A Metal","m6a.metal","768.0 GiB","192 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","50 Gigabit","$9.5904 hourly","$6.3345 hourly","$1.9181 hourly","$18.4224 hourly","$15.1665 hourly"
"C7I 48xlarge","c7i.48xlarge","384.0 GiB","192 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","50 Gigabit","$10.1808 hourly","$6.7208 hourly","$2.0572 hourly","$19.0128 hourly","$15.5528 hourly"
"C7I Metal-48xl","c7i.metal-48xl","384.0 GiB","192 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","50 Gigabit","$10.1808 hourly","$6.7208 hourly","$2.0362 hourly","$19.0128 hourly","$15.5528 hourly"
"G5 Graphics and Machine Learning GPU 24xlarge","g5.24xlarge","384.0 GiB","96 vCPUs","AMD EPYC 7R32","2.8 GHz","3800 GB                 NVMe SSD","50 Gigabit","$10.3379 hourly","$6.5129 hourly","$1.2010 hourly","$14.7539 hourly","$10.9289 hourly"
"M7I Metal-48xl","m7i.metal-48xl","768.0 GiB","192 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","50 Gigabit","$11.1888 hourly","$7.3902 hourly","$2.2378 hourly","$20.0208 hourly","$16.2222 hourly"
"M7I 48xlarge","m7i.48xlarge","768.0 GiB","192 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","50 Gigabit","$11.1888 hourly","$7.3902 hourly","$2.2378 hourly","$20.0208 hourly","$16.2222 hourly"
"R6ID 32xlarge","r6id.32xlarge","1024.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","7600 GB                 (4 * 1900 GB NVMe SSD)","50 Gigabit","$11.3568 hourly","$7.1548 hourly","$2.2714 hourly","$17.2448 hourly","$13.0428 hourly"
"R6ID Metal","r6id.metal","1024.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","7600 GB                 (4 * 1900 GB NVMe SSD)","50 Gigabit","$11.3568 hourly","$7.1548 hourly","$2.2714 hourly","$17.2448 hourly","$13.0428 hourly"
"X2IDN 24xlarge","x2idn.24xlarge","1536.0 GiB","96 vCPUs","Intel Xeon Scalable (Icelake)","3.5 GHz","2850 GB                 (2 * 1425 GB NVMe SSD)","75 Gigabit","$12.6045 hourly","$7.7556 hourly","$1.2605 hourly","$17.0205 hourly","$12.1715 hourly"
"I3EN Metal","i3en.metal","768.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","60000 GB                 (8 * 7500 GB NVMe SSD)","100 Gigabit","$12.6240 hourly","$8.6300 hourly","$1.3090 hourly","$17.0400 hourly","$13.0460 hourly"
"I3EN 24xlarge","i3en.24xlarge","768.0 GiB","96 vCPUs","Intel Xeon Platinum 8175","3.1 GHz","60000 GB                 (8 * 7500 GB NVMe SSD)","100 Gigabit","$12.6240 hourly","$8.6300 hourly","$1.2773 hourly","$17.0400 hourly","$13.0460 hourly"
"I4I Metal","i4i.metal","1024.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","30000 GB                 (8 * 3750 GB NVMe SSD)","75 Gigabit","$12.7420 hourly","$8.3150 hourly","$1.4458 hourly","$18.6300 hourly","$14.2030 hourly"
"I4I 32xlarge","i4i.32xlarge","1024.0 GiB","128 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","30000 GB                 (8 * 3750 GB NVMe SSD)","75 Gigabit","$12.7424 hourly","$8.3155 hourly","$1.3003 hourly","$18.6304 hourly","$14.2035 hourly"
"P3 High Performance GPU Eight Extra Large","p3.8xlarge","244.0 GiB","32 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","EBS only","10 Gigabit","$14.3560 hourly","$9.7980 hourly","$2.1336 hourly","$15.8280 hourly","$11.2700 hourly"
"X2IDN 32xlarge","x2idn.32xlarge","2048.0 GiB","128 vCPUs","Intel Xeon Scalable (Icelake)","3.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","100 Gigabit","$16.8060 hourly","$10.3407 hourly","$1.6806 hourly","$22.6940 hourly","$16.2287 hourly"
"X1 Extra High-Memory 32xlarge","x1.32xlarge","1952.0 GiB","128 vCPUs","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","3840 GB                 (2 * 1920 GB SSD)","25 Gigabit","$16.8060 hourly","$10.3570 hourly","$1.6806 hourly","$22.6940 hourly","$16.2450 hourly"
"X2IEDN 16xlarge","x2iedn.16xlarge","2048.0 GiB","64 vCPUs","Intel Xeon Scalable (Icelake)","3.5 GHz","1900 GB                 NVMe SSD","50 Gigabit","$16.8060 hourly","$10.3407 hourly","$1.6806 hourly","$19.7500 hourly","$13.2847 hourly"
"X2IDN Metal","x2idn.metal","2048.0 GiB","128 vCPUs","Intel Xeon Scalable (Icelake)","3.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","100 Gigabit","$16.8060 hourly","$10.3407 hourly","unavailable","$22.6940 hourly","$16.2287 hourly"
"G5 Graphics and Machine Learning GPU 48xlarge","g5.48xlarge","768.0 GiB","192 vCPUs","AMD EPYC 7R32","2.8 GHz","7600 GB                 (2 * 3800 GB NVMe SSD)","100 Gigabit","$20.6757 hourly","$13.0257 hourly","$2.0676 hourly","$29.5077 hourly","$21.8577 hourly"
"X2IEDN 24xlarge","x2iedn.24xlarge","3072.0 GiB","96 vCPUs","Intel Xeon Scalable (Icelake)","3.5 GHz","2850 GB                 (2 * 1425 GB NVMe SSD)","75 Gigabit","$25.2090 hourly","$15.5111 hourly","$2.5209 hourly","$29.6250 hourly","$19.9271 hourly"
"P3 High Performance GPU 16xlarge","p3.16xlarge","488.0 GiB","64 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","EBS only","25 Gigabit","$28.7120 hourly","$19.5960 hourly","$2.8712 hourly","$31.6560 hourly","$22.5400 hourly"
"X2IEDN 32xlarge","x2iedn.32xlarge","4096.0 GiB","128 vCPUs","Intel Xeon Scalable (Icelake)","3.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","100 Gigabit","$33.6120 hourly","$20.6815 hourly","$3.3612 hourly","$39.5000 hourly","$26.5695 hourly"
"X2IEDN Metal","x2iedn.metal","4096.0 GiB","128 vCPUs","Intel Xeon Scalable (Icelake)","3.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","100 Gigabit","$33.6120 hourly","$20.6815 hourly","unavailable","$39.5000 hourly","$26.5695 hourly"
"U-6TB1 56xlarge","u-6tb1.56xlarge","6144.0 GiB","224 vCPUs","Intel Xeon Scalable (Skylake)","unknown","EBS only","100 Gigabit","$54.5059 hourly","$33.5890 hourly","unavailable","$64.8099 hourly","$43.8930 hourly"
"U-6TB1 112xlarge","u-6tb1.112xlarge","6144.0 GiB","448 vCPUs","Intel Xeon Scalable (Skylake)","unknown","EBS only","100 Gigabit","$64.1330 hourly","$39.5216 hourly","unavailable","$84.7410 hourly","$60.1296 hourly"
"T1 Micro","t1.micro","0.613 GiB","1 vCPUs","Variable","unknown","EBS only","Very Low","unavailable","unavailable","unavailable","unavailable","unavailable"
"A1 Medium","a1.medium","2.0 GiB","1 vCPUs","AWS Graviton Processor","2.3 GHz","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M1 General Purpose Small","m1.small","1.7 GiB","1 vCPUs","Intel Xeon Family","unknown","160 GB                 HDD","Low","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GD Medium","c7gd.medium","2.0 GiB","1 vCPUs","AWS Graviton3 Processor","2.5 GHz","59 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"A1 Large","a1.large","4.0 GiB","2 vCPUs","AWS Graviton Processor","2.3 GHz","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7A Medium","c7a.medium","2.0 GiB","1 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7GD Medium","m7gd.medium","4.0 GiB","1 vCPUs","AWS Graviton3 Processor","2.5 GHz","59 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7A Medium","m7a.medium","4.0 GiB","1 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GN Medium","c7gn.medium","2.0 GiB","1 vCPUs","AWS Graviton3 Processor","2.6 GHz","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M3 General Purpose Medium","m3.medium","3.75 GiB","1 vCPUs","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","4 GB                 SSD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7GD Medium","r7gd.medium","8.0 GiB","1 vCPUs","AWS Graviton3 Processor","2.5 GHz","59 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7A Medium","r7a.medium","8.0 GiB","1 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X2GD Medium","x2gd.medium","16.0 GiB","1 vCPUs","AWS Graviton2 Processor","2.5 GHz","59 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C5AD Large","c5ad.large","4.0 GiB","2 vCPUs","AMD EPYC 7R32","3.3 GHz","75 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M1 General Purpose Medium","m1.medium","3.75 GiB","1 vCPUs","Intel Xeon Family","unknown","410 GB                 HDD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GD Large","c7gd.large","4.0 GiB","2 vCPUs","AWS Graviton3 Processor","2.5 GHz","118 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"A1 Extra Large","a1.xlarge","8.0 GiB","4 vCPUs","AWS Graviton Processor","2.3 GHz","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7A Large","c7a.large","4.0 GiB","2 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C3 High-CPU Large","c3.large","3.75 GiB","2 vCPUs","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","32 GB                 (2 * 16 GB SSD)","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7GD Large","m7gd.large","8.0 GiB","2 vCPUs","AWS Graviton3 Processor","2.5 GHz","118 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6A Large","r6a.large","16.0 GiB","2 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7A Large","m7a.large","8.0 GiB","2 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6ID Large","m6id.large","8.0 GiB","2 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","118 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5N Large","m5n.large","8.0 GiB","2 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GN Large","c7gn.large","4.0 GiB","2 vCPUs","AWS Graviton3 Processor","2.6 GHz","EBS only","Up to 30 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C1 High-CPU Medium","c1.medium","1.7 GiB","2 vCPUs","Intel Xeon Family","unknown","350 GB                 HDD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7I Large","r7i.large","16.0 GiB","2 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M3 General Purpose Large","m3.large","7.5 GiB","2 vCPUs","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","32 GB                 SSD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5DN Large","m5dn.large","8.0 GiB","2 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","75 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7GD Large","r7gd.large","16.0 GiB","2 vCPUs","AWS Graviton3 Processor","2.5 GHz","118 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IN Large","m6in.large","8.0 GiB","2 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7A Large","r7a.large","16.0 GiB","2 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"I4G Large","i4g.large","16.0 GiB","2 vCPUs","AWS Graviton2 Processor","2.5 GHz","468 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IDN Large","m6idn.large","8.0 GiB","2 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","118 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5ZN Large","m5zn.large","8.0 GiB","2 vCPUs","Intel Xeon Platinum 8252","4.5 GHz","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R3 High-Memory Large","r3.large","15.25 GiB","2 vCPUs","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","32 GB                 SSD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5DN Large","r5dn.large","16.0 GiB","2 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","75 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X2GD Large","x2gd.large","32.0 GiB","2 vCPUs","AWS Graviton2 Processor","2.5 GHz","118 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C5AD Extra Large","c5ad.xlarge","8.0 GiB","4 vCPUs","AMD EPYC 7R32","3.3 GHz","150 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IN Large","r6in.large","16.0 GiB","2 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M1 General Purpose Large","m1.large","7.5 GiB","2 vCPUs","Intel Xeon Family","unknown","840 GB                 (2 * 420 GB HDD)","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GD Extra Large","c7gd.xlarge","8.0 GiB","4 vCPUs","AWS Graviton3 Processor","2.5 GHz","237 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7IZ Large","r7iz.large","16.0 GiB","2 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.9 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IDN Large","r6idn.large","16.0 GiB","2 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","118 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"A1 Double Extra Large","a1.2xlarge","16.0 GiB","8 vCPUs","AWS Graviton Processor","2.3 GHz","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7A Extra Large","c7a.xlarge","8.0 GiB","4 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C3 High-CPU Extra Large","c3.xlarge","7.5 GiB","4 vCPUs","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","80 GB                 (2 * 40 GB SSD)","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7GD Extra Large","m7gd.xlarge","16.0 GiB","4 vCPUs","AWS Graviton3 Processor","2.5 GHz","237 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6A Extra Large","r6a.xlarge","32.0 GiB","4 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7A Extra Large","m7a.xlarge","16.0 GiB","4 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6ID Extra Large","m6id.xlarge","16.0 GiB","4 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","237 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5N Extra Large","m5n.xlarge","16.0 GiB","4 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M2 High Memory Extra Large","m2.xlarge","17.1 GiB","2 vCPUs","Intel Xeon Family","unknown","420 GB                 HDD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GN Extra Large","c7gn.xlarge","8.0 GiB","4 vCPUs","AWS Graviton3 Processor","2.6 GHz","EBS only","Up to 40 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7I Extra Large","r7i.xlarge","32.0 GiB","4 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M3 General Purpose Extra Large","m3.xlarge","15.0 GiB","4 vCPUs","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","80 GB                 (2 * 40 GB SSD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5DN Extra Large","m5dn.xlarge","16.0 GiB","4 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","150 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7GD Extra Large","r7gd.xlarge","32.0 GiB","4 vCPUs","AWS Graviton3 Processor","2.5 GHz","237 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IN Extra Large","m6in.xlarge","16.0 GiB","4 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","Up to 30 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7A Extra Large","r7a.xlarge","32.0 GiB","4 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"I4G Extra Large","i4g.xlarge","32.0 GiB","4 vCPUs","AWS Graviton2 Processor","2.5 GHz","937 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IDN Extra Large","m6idn.xlarge","16.0 GiB","4 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","237 GB                 NVMe SSD","Up to 30 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5ZN Extra Large","m5zn.xlarge","16.0 GiB","4 vCPUs","Intel Xeon Platinum 8252","4.5 GHz","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R3 High-Memory Extra Large","r3.xlarge","30.5 GiB","4 vCPUs","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","80 GB                 SSD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5DN Extra Large","r5dn.xlarge","32.0 GiB","4 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","150 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X2GD Extra Large","x2gd.xlarge","64.0 GiB","4 vCPUs","AWS Graviton2 Processor","2.5 GHz","237 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C5AD Double Extra Large","c5ad.2xlarge","16.0 GiB","8 vCPUs","AMD EPYC 7R32","3.3 GHz","300 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IN Extra Large","r6in.xlarge","32.0 GiB","4 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","Up to 30 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M1 General Purpose Extra Large","m1.xlarge","15.0 GiB","4 vCPUs","Intel Xeon Family","unknown","1680 GB                 (4 * 420 GB HDD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GD Double Extra Large","c7gd.2xlarge","16.0 GiB","8 vCPUs","AWS Graviton3 Processor","2.5 GHz","474 GB                 NVMe SSD","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7IZ Extra Large","r7iz.xlarge","32.0 GiB","4 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.9 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IDN Extra Large","r6idn.xlarge","32.0 GiB","4 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","237 GB                 NVMe SSD","Up to 30 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
